periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte_final,tasa_atencion,backlog,datos_invalidos,es_especializado,anio_mes_date,anio_mes_key,fuente
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Civil,Civil,Expediente,,124,109,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.8790322580645161,15,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Actos Contra La Libertad Sexual,Denuncia,,6,6,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Familia Civil,Expediente,,253,245,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9683794466403162,8,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Familia Penal,Denuncia,,275,250,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9090909090909091,25,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Familia Penal,Expediente,,83,78,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9397590361445783,5,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Familia Tutelar,Denuncia,,384,373,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9713541666666666,11,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Familia Tutelar,Expediente,,41,41,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Violencia Familiar,Denuncia,,24,23,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9583333333333334,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Familia,Violencia Familiar,Expediente,,30,30,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Denuncia,Criminalidad Organizada,18,18,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Denuncia,,3,3,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Investigacion Preventiva,,182,181,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9945054945054945,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Denuncia,Delitos De Corrupcion De Funcionarios,294,281,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.95578231292517,13,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Denuncia,Delitos De Trafico Ilicito De Drogas,48,48,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Expediente,Delitos De Corrupcion De Funcionarios,1,0,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.0,1,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Denuncia,Materia Ambiental,465,465,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Investigacion Preventiva,Materia Ambiental,85,85,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Denuncia,,10404,9725,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9347366397539408,679,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Expediente,,12,7,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.5833333333333334,5,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Provincial,Penal,Penal,Investigacion Preventiva,,213,209,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9812206572769953,4,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Civil,Civil,Expediente,,26,26,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Familia,Familia Civil,Expediente,,7,7,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Familia,Familia Penal,Expediente,,5,5,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Familia,Familia Tutelar,Expediente,,4,4,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Familia,Violencia Familiar,Expediente,,19,19,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Familia,Violencia Familiar,Incidente,,36,36,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Penal,Penal,Apelacion Denuncia,,461,446,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9674620390455532,15,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Penal,Penal,Consultas,,123,123,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Penal,Penal,Exclusion Fiscal,,20,18,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9,2,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Penal,Penal,Expediente,,122,82,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.6721311475409836,40,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Penal,Penal,Incidente-Expediente,,1,0,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.0,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Amazonas,Superior,Penal,Penal,Quejas,,377,369,10101,Amazonas,Chachapoyas,Chachapoyas,2023-06-14,0.9787798408488063,8,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Civil,Civil,Expediente,,285,284,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9964912280701754,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Actos Contra La Libertad Sexual,Denuncia,,10,9,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Familia Civil,Expediente,,621,606,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9758454106280193,15,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Familia Penal,Expediente,,246,237,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9634146341463414,9,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Familia Penal,Denuncia,,460,403,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.8760869565217392,57,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Familia Tutelar,Denuncia,,471,433,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9193205944798302,38,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Familia Tutelar,Expediente,,154,148,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.961038961038961,6,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Violencia Familiar,Denuncia,,43,38,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.8837209302325582,5,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Familia,Violencia Familiar,Expediente,,18,18,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Penal,Penal,Investigacion Preventiva,,331,331,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Penal,Penal,Expediente,,36,29,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.8055555555555556,7,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Penal,Penal,Denuncia,Delitos De Corrupcion De Funcionarios,1025,987,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9629268292682926,38,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Penal,Penal,Investigacion Preventiva,Materia Ambiental,180,180,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Penal,Penal,Denuncia,Materia Ambiental,95,95,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Provincial,Penal,Penal,Denuncia,,18593,18291,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9837573280266767,302,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Civil,Civil,Expediente,,85,84,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9882352941176471,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Familia,Familia Civil,Expediente,,97,97,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Familia,Familia Civil,Incidente,,1,1,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Familia,Familia Penal,Expediente,,35,35,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Familia,Familia Tutelar,Expediente,,16,16,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Familia,Violencia Familiar,Expediente,,137,135,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9854014598540146,2,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Apelacion Denuncia,,733,725,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.9890859481582538,8,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Apelacion Expediente,,16,16,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Consultas,,237,237,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Exclusion Fiscal,,34,34,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Expediente,,38,38,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Incidente-Expediente,,8,8,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Quejas,,1114,1114,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Apelacion Denuncia,Delitos De Corrupcion De Funcionarios,86,86,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Apelacion Expediente,Delitos De Corrupcion De Funcionarios,1,1,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Consultas,Delitos De Corrupcion De Funcionarios,105,105,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Exclusion Fiscal,Delitos De Corrupcion De Funcionarios,1,1,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Expediente,Delitos De Corrupcion De Funcionarios,22,18,20101,Ancash,Huaraz,Huaraz,2023-06-14,0.8181818181818182,4,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Incidente-Expediente,Delitos De Corrupcion De Funcionarios,2,2,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Ancash,Superior,Penal,Penal,Quejas,Delitos De Corrupcion De Funcionarios,246,246,20101,Ancash,Huaraz,Huaraz,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Civil,Civil,Expediente,,199,193,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9698492462311558,6,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Actos Contra La Libertad Sexual,Denuncia,,65,51,30101,Apurimac,Abancay,Abancay,2023-06-14,0.7846153846153846,14,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Familia Civil,Expediente,,366,349,30101,Apurimac,Abancay,Abancay,2023-06-14,0.953551912568306,17,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Familia Penal,Denuncia,,459,372,30101,Apurimac,Abancay,Abancay,2023-06-14,0.8104575163398693,87,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Familia Penal,Expediente,,160,141,30101,Apurimac,Abancay,Abancay,2023-06-14,0.88125,19,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Familia Tutelar,Denuncia,,667,574,30101,Apurimac,Abancay,Abancay,2023-06-14,0.8605697151424287,93,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Familia Tutelar,Expediente,,252,228,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9047619047619048,24,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Violencia Familiar,Denuncia,,198,193,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9747474747474747,5,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Familia,Violencia Familiar,Expediente,,38,38,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Denuncia,Criminalidad Organizada,46,39,30101,Apurimac,Abancay,Abancay,2023-06-14,0.8478260869565217,7,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Denuncia,,25,25,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Investigacion Preventiva,,481,474,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9854469854469855,7,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Denuncia,Delitos De Trafico Ilicito De Drogas,68,64,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9411764705882353,4,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Denuncia,,15641,14752,30101,Apurimac,Abancay,Abancay,2023-06-14,0.943162201905249,889,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Expediente,,75,64,30101,Apurimac,Abancay,Abancay,2023-06-14,0.8533333333333334,11,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Investigacion Preventiva,,222,198,30101,Apurimac,Abancay,Abancay,2023-06-14,0.8918918918918919,24,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Denuncia,Delitos De Corrupcion De Funcionarios,286,269,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9405594405594405,17,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Denuncia,Materia Ambiental,196,189,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9642857142857143,7,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Expediente,Materia Ambiental,1,1,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Provincial,Penal,Penal,Investigacion Preventiva,Materia Ambiental,24,22,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9166666666666666,2,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Civil,Civil,Expediente,,86,86,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Familia,Familia Civil,Expediente,,32,32,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Familia,Familia Penal,Expediente,,18,18,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Familia,Familia Penal,Incidente,,45,45,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Familia,Familia Tutelar,Expediente,,6,6,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Familia,Violencia Familiar,Expediente,,11,11,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Familia,Violencia Familiar,Incidente,,5,5,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Apelacion Denuncia,,426,402,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9436619718309859,24,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Apelacion Expediente,,8,8,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Consultas,,76,74,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9736842105263158,2,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Exclusion Fiscal,,11,11,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Expediente,,89,82,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9213483146067416,7,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Incidente-Expediente,,18,17,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9444444444444444,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Quejas,,500,493,30101,Apurimac,Abancay,Abancay,2023-06-14,0.986,7,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Apelacion Denuncia,Delitos De Corrupcion De Funcionarios,49,48,30101,Apurimac,Abancay,Abancay,2023-06-14,0.9795918367346939,1,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Consultas,Delitos De Corrupcion De Funcionarios,11,11,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Apurimac,Superior,Penal,Penal,Quejas,Delitos De Corrupcion De Funcionarios,39,39,30101,Apurimac,Abancay,Abancay,2023-06-14,1.0,0,0,1,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Civil,Civil,Expediente,,584,581,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.9948630136986302,3,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Actos Contra La Libertad Sexual,Denuncia,,53,35,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.660377358490566,18,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Familia Civil,Expediente,,1349,1311,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.971830985915493,38,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Familia Penal,Denuncia,,837,775,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.9259259259259259,62,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Familia Penal,Expediente,,169,166,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.9822485207100592,3,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Familia Tutelar,Denuncia,,601,578,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.961730449251248,23,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Familia Tutelar,Expediente,,185,182,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.9837837837837838,3,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
Enero - Diciembre,2019,2020-01-13,Arequipa,Provincial,Familia,Violencia Familiar,Denuncia,,7,6,40101,Arequipa,Arequipa,Arequipa,2023-06-14,0.8571428571428571,1,0,0,2023-06-01,202306,BD-casos-fiscales-2019.csv
